image,quality_score,quality_score,caption,modifier,similarity_score,similarity_sentence,ImageReward_score,,align_score,prompt
1419.png,40.986,40.986,a pink rose in a water filled with water,0.211241111,0.4637,a pink rose in a water filled with water ,0.312107921,,44.818,A photo of a lotus flower made of water. 
1420.png,43.17,43.17,a collage of photos of various foods and drinks,0.341731746,0.5251,a collage of photos of various foods and ,-0.978337348,,49.953,a painting of the food of china
1421.png,40.19,40.19,a collage of different types of food on a table,0.153942857,0.4041,a collage of different types of food on ,-0.686898351,,44.172,a painting of the food of china
1422.png,44.182,44.182,a collage of photos of food on a table,0.148426667,0.5566,a collage of photos of food ,-0.544861853,,47.62,a painting of the food of china
1423.png,43.904,43.904,a collage of photos of food and vegetables,0.144586667,0.5422,a collage of photos of food ,-0.722868741,,47.305,a painting of the food of china
1424.png,42.242,42.242,a figurine of a penguin sitting on top of a table,0.189521633,0.6449,a figurine of a penguin ,-1.264396191,,51.199,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
1425.png,42.256,42.256,a statue of a man holding a stuffed animal,0.10836,0.2058,a statue of a man holding a stuffed animal ,-1.601778388,,41.241,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
1426.png,43.623,43.623,a figurine of a penguin sitting on top of a table,0.189521633,0.6449,a figurine of a penguin ,-1.342091799,,41.643,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
1427.png,46.716,46.716,a figurine of a penguin on top of a christmas tree,0.22303102,0.6746,a figurine of a penguin on ,-1.446202278,,43.719,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
1428.png,40.374,40.374,a large tree with a picture of a giraffe on it,0.25281,0.5618,a large tree with a picture of a ,0.529264331,,48.828,an oil painting of a tree and a building
1429.png,37.393,37.393,a tree with a picture of a man on it,0.210715909,0.6181,a tree with a picture of ,0.693120003,,44.926,an oil painting of a tree and a building
1430.png,45.687,45.687,a tree with a picture of a man on it,0.210715909,0.6181,a tree with a picture of ,0.538856089,,50.069,an oil painting of a tree and a building
1431.png,39.804,39.804,a tree with a picture of a giraffe on it,0.210715909,0.6181,a tree with a picture of ,0.668116331,,47.947,an oil painting of a tree and a building
1432.png,38.918,38.918,a house with a flower arrangement in front of a window,0.38768,0.4846,a house with a flower arrangement in front of a window ,-0.888966501,,49.273,a painting of a white country home with a wrap-around porch
1433.png,41.88,41.88,a white horse and a black and white cow in front of a house,0.030144,0.3454,a white ,-0.808725178,,50.388,a painting of a white country home with a wrap-around porch
1434.png,47.368,47.368,a white vase with flowers in front of a house,0.208254545,0.415,a white vase with flowers in front of a house ,-0.379613668,,53.529,a painting of a white country home with a wrap-around porch
1435.png,39.228,39.228,a white dog standing in front of a house,0.174123273,0.3893,a white dog standing in front of a house ,-0.618388474,,47.221,a painting of a white country home with a wrap-around porch
1436.png,34.723,34.723,an old photo of a city scene with horses and buildings,0.092511111,0.362,an old photo of a city ,-0.809913874,,40.875,Downtown Shanghai at sunrise. detailed ink wash.
1437.png,42.371,42.371,a city scene with a bunch of buildings,0.06812,0.3406,a city scene with ,-0.608095586,,40.607,Downtown Shanghai at sunrise. detailed ink wash.
1438.png,46.237,46.237,an old photo of a city with lots of buildings,0.15312,0.3828,an old photo of a city with lots of ,-0.68981266,,47.855,Downtown Shanghai at sunrise. detailed ink wash.
1439.png,44.567,44.567,a city street filled with lots of buildings,0.023403333,0.3009,a city ,-1.140007377,,49.717,Downtown Shanghai at sunrise. detailed ink wash.
1440.png,40.583,40.583,a painting of a dog and a cow,0.11575,0.463,a painting of a dog ,-1.68690145,,33.594,"a cartoon of a dog saying ""I see what you did there"""
1441.png,43.255,43.255,a painting of a cow on a wall,0.0784875,0.273,a painting of a cow on ,-2.138257027,,44.479,"a cartoon of a dog saying ""I see what you did there"""
1442.png,38.954,38.954,a painting of a cow on a wall,0.0784875,0.273,a painting of a cow on ,-2.018511772,,37.088,"a cartoon of a dog saying ""I see what you did there"""
1443.png,40.248,40.248,a painting of a cow on a wall,0.0784875,0.273,a painting of a cow on ,-2.168185711,,39.895,"a cartoon of a dog saying ""I see what you did there"""
1444.png,32.737,32.737,a woman with blonde hair standing in front of a group of people,0.156426667,0.2933,a woman with blonde hair standing in front of a ,-1.628444433,,27.693,the word 'HELLO' on a girl's face
1445.png,40.167,40.167,a woman brushing her teeth in front of a group of people,0.128694444,0.2825,a woman brushing her teeth in front of a ,-1.638670325,,39.559,the word 'HELLO' on a girl's face
1446.png,34.218,34.218,a woman is smiling while looking at the camera,0.12155,0.3315,a woman is smiling while looking ,-1.739913821,,30.737,the word 'HELLO' on a girl's face
1447.png,39.255,39.255,a young girl with blonde hair standing next to a group of girls,0.0776,0.388,a young girl with ,-1.508902788,,35.21,the word 'HELLO' on a girl's face
1448.png,46.092,46.092,a blue and white kite flying in the sky,0.192881633,0.3938,a blue and white kite flying in the sky ,-1.473537207,,52.919,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.
1449.png,47.861,47.861,a blue and white kite flying in the sky,0.192881633,0.3938,a blue and white kite flying in the sky ,-1.485926509,,49.508,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.
1450.png,47.147,47.147,a colorful kite is flying in the sky,0.192505714,0.4249,a colorful kite is flying in the sky ,-1.514208078,,51.406,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.
1451.png,44.254,44.254,a blue and white kite flying in the sky,0.192881633,0.3938,a blue and white kite flying in the sky ,-1.449748158,,49.812,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.
1452.png,38.085,38.085,a collage of photos of a person holding a sign,0.1407,0.2345,a collage of photos of a person holding a sign ,-1.440729499,,38.712,A sign that says Deep Learning
1453.png,41.518,41.518,a train with graffiti on the side of it,0.079046809,0.1548,a train with graffiti on the side of it ,-1.230413675,,44.275,A sign that says Deep Learning
1454.png,35.705,35.705,a sign on a pole with a picture of a train on it,0.036861702,0.4125,a sign ,-1.221318245,,36.492,A sign that says Deep Learning
1455.png,45.833,45.833,a sign on a fence in a grassy area,0.036861702,0.4125,a sign ,-1.117810488,,42.078,A sign that says Deep Learning
1456.png,40.73,40.73,a green apple with a bite taken out of it,0.281029412,0.65,a green apple with a ,-1.951836348,,38.909,the word 'APPLE' on an apple
1457.png,39.952,39.952,an orange is sitting on a table with green leaves,0.039917647,0.2262,an orange ,-1.849318981,,39.727,the word 'APPLE' on an apple
1458.png,42.511,42.511,a green plant with a green leaf on it,0.02664,0.1887,a green ,-1.950673461,,35.606,the word 'APPLE' on an apple
1459.png,40.387,40.387,an orange is sitting on a green plant,0.039917647,0.2262,an orange ,-1.965144634,,36.487,the word 'APPLE' on an apple
1460.png,40.047,40.047,two bowls filled with food on top of each other,0.05205,0.347,two bowls ,-2.140179634,,38.743,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."
1461.png,39.237,39.237,two toothbrushes sitting on top of each other,0.076143,0.2986,two toothbrushes ,-2.003142834,,39.094,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."
1462.png,39.781,39.781,two pieces of cake sitting on top of each other,0.085029,0.4049,two pieces of ,-1.669377089,,40.602,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."
1463.png,35.62,35.62,two cupcakes sitting on top of a wooden table,0.0757185,0.3883,two cupcakes ,-1.741778851,,39.134,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."
1464.png,32.865,32.865,a woman sitting on a table with a pair of scissors,0.000701538,0.0057,a woman ,-1.967970133,,29.852,the word 'START'
1465.png,43.488,43.488,a woman laying on the floor with a stuffed animal,0.018027692,0.0651,a woman laying on ,-2.143101215,,42.388,the word 'START'
1466.png,40.726,40.726,a woman sitting on the floor with a skateboard,0.00064,0.0052,a woman ,-1.985265374,,35.5,the word 'START'
1467.png,40.362,40.362,a woman sitting on top of a bed,0.006621538,0.0538,a woman ,-2.08651185,,34.974,the word 'START'
1468.png,40.923,40.923,a wall covered in graffiti next to a wall with graffiti on it,0.141234545,0.5754,a wall covered in ,-1.581188321,,41.695,"a yellow wall with 'Hello, world.' written on it"
1469.png,38.798,38.798,a painting of a wall with graffiti on it,0.181952727,0.5132,a painting of a wall with ,-1.895294309,,39.28,"a yellow wall with 'Hello, world.' written on it"
1470.png,45.47,45.47,a wall with a bunch of bananas on it,0.094123636,0.5752,a wall with ,-1.131857753,,43.309,"a yellow wall with 'Hello, world.' written on it"
1471.png,44.308,44.308,a wall with graffiti on it,0.289636364,0.59,a wall with graffiti on it ,-1.154837847,,44.957,"a yellow wall with 'Hello, world.' written on it"
1472.png,42.922,42.922,a street sign in front of a tall building,0.066747353,0.3289,a street sign in front ,-1.588026762,,41.215,a store front with 'Grassy Meadow' written on it
1473.png,39.254,39.254,a street sign on the side of a grassy field,0.178885,0.4573,a street sign on the side of a grassy ,-2.102054119,,39.568,a store front with 'Grassy Meadow' written on it
1474.png,43.036,43.036,a street sign in front of a tall building,0.066747353,0.3289,a street sign in front ,-1.927461267,,44.713,a store front with 'Grassy Meadow' written on it
1475.png,46.33,46.33,a street sign on the side of a road,0.054105882,0.292,a street sign on the ,-1.930743337,,48.802,a store front with 'Grassy Meadow' written on it
1476.png,40.085,40.085,a green street sign on the side of a mountain,0.1368,0.513,a green street sign ,-0.392501742,,44.837,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."
1477.png,40.91,40.91,a green street sign sitting on top of a pile of rocks,0.130826667,0.4906,a green street sign ,-0.148716599,,47.952,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."
1478.png,42.282,42.282,a sign that is on the side of a hill,0.158664,0.5409,a sign that is on the ,-0.646834552,,43.137,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."
1479.png,37.308,37.308,a green street sign on a pole in the middle of a field,0.133733333,0.5015,a green street sign ,-0.572046638,,47.87,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."
1480.png,35.763,35.763,a number of dogs laying on the ground,0.11472875,0.5399,a number of dogs ,0.113468155,,35.338,Four cats surrounding a dog
1481.png,41.217,41.217,a pair of dogs sitting next to each other,0.0796875,0.425,a pair of dogs ,-0.258139282,,40.152,Four cats surrounding a dog
1482.png,34.597,34.597,a large group of cats sitting on top of a snow covered ground,0.178365,0.6486,a large group of cats ,-0.385314137,,36.031,Four cats surrounding a dog
1483.png,38.444,38.444,three cats sitting on a couch next to each other,0.09549375,0.6945,three cats ,0.459180415,,40.838,Four cats surrounding a dog
1484.png,42.043,42.043,three young children sitting on a couch,0.40893913,0.7838,three young children sitting on a couch ,0.271543622,,42.834,three children on a couch
1485.png,33.851,33.851,three children sitting on a couch,0.596995652,0.8077,three children sitting on a couch ,-0.11289455,,42.173,three children on a couch
