image,align_score,prompt,caption,quality_score,similarity_score,similarity_sentence,ImageReward_score,modifier,TOPIQ_score,Unnamed: 10,TOPIQ_score_bare
1405.png,49.477,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",a man wearing a suit and tie,47.756,0.4452,a man wearing a suit and ,0.163262948,0.26711999999999997,0.472122014,,0.4022975862026214
1406.png,46.67,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",a man wearing a suit and tie,42.499,0.4452,a man wearing a suit and ,0.414997101,0.26711999999999997,0.468976915,,0.3936346471309662
1407.png,49.089,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",a man in a suit and tie,48.242,0.4159,a man in a suit and ,0.810775697,0.24953999999999998,0.490219444,,0.4170510768890381
1408.png,50.83,a cartoon of a train going to the moon,a train on a train track with a sky background,37.459,0.569,a train ,0.174718112,0.3414,0.48502177,,0.2975926101207733
1409.png,48.504,a cartoon of a train going to the moon,a train on a train track with a sky background,40.948,0.569,a train ,-0.015781794,0.3414,0.468591303,,0.3069943487644195
1410.png,48.971,a cartoon of a train going to the moon,a train on a train track with a sky background,46.41,0.569,a train ,-0.228922084,0.3414,0.482827872,,0.3053778409957886
1411.png,49.374,a cartoon of a train going to the moon,a train on a train track with a sky background,43.73,0.569,a train ,-0.167559475,0.3414,0.474675953,,0.3245570361614227
1412.png,49.564,A spaceship made of cardboard.,a model of an airplane on display in a museum,50.469,0.3982,a model of an airplane on display in a museum ,0.172583833,0.23892,0.42937845,,0.4081646502017975
1413.png,44.01,A spaceship made of cardboard.,a propeller plane sitting on top of a tarmac,44.05,0.4175,a propeller plane sitting on ,0.238617495,0.2505,0.43987155,,0.4000948965549469
1414.png,50.83,A spaceship made of cardboard.,a wooden boat with a cartoon character on it,48.49,0.4984,a wooden boat with ,0.896029651,0.34887999999999997,0.411513805,,0.4302418231964111
1415.png,40.451,A spaceship made of cardboard.,an old fashioned wooden boat on display in a museum,37.327,0.4912,an old fashioned wooden boat on display in a ,0.958114624,0.29472,0.406519562,,0.4304535090923309
1416.png,50.738,A photo of a lotus flower made of water. ,a white bird with a flower in it's beak,41.481,0.4047,a white bird with a flower ,0.330973387,0.24281999999999998,0.449464977,,0.3833029568195343
1417.png,46.995,A photo of a lotus flower made of water. ,a flower in the water,44.125,0.6299,a flower in the water ,0.288758993,0.50392,0.45270887,,0.3822163045406341
1418.png,41.252,A photo of a lotus flower made of water. ,a pink flower in a white vase on a body of water,42.23,0.541,a pink flower in a white vase on a body of water ,0.430319577,0.3246,0.438522369,,0.4198658764362335
1419.png,44.818,A photo of a lotus flower made of water. ,a pink rose in a water filled with water,40.986,0.4637,a pink rose in a water filled with water ,0.312107921,0.27821999999999997,0.448580444,,0.3985765278339386
1420.png,49.953,a painting of the food of china,a collage of photos of various foods and drinks,43.17,0.5251,a collage of photos of various foods and ,-0.978337348,0.36757,0.422546595,,0.3062162697315216
1421.png,44.172,a painting of the food of china,a collage of different types of food on a table,40.19,0.4041,a collage of different types of food on ,-0.686898351,0.24246,0.436404288,,0.3001318871974945
1422.png,47.62,a painting of the food of china,a collage of photos of food on a table,44.182,0.5566,a collage of photos of food ,-0.544861853,0.5566,0.425611645,,0.2984293401241302
1423.png,47.305,a painting of the food of china,a collage of photos of food and vegetables,43.904,0.5422,a collage of photos of food ,-0.722868741,0.43376000000000003,0.435446799,,0.3046641945838928
1424.png,51.199,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants",a figurine of a penguin sitting on top of a table,42.242,0.6449,a figurine of a penguin ,-1.264396191,0.45143,0.434670597,,0.3659873902797699
1425.png,41.241,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants",a statue of a man holding a stuffed animal,42.256,0.2058,a statue of a man holding a stuffed animal ,-1.601778388,0.12348,0.434167325,,0.3432742059230804
1426.png,41.643,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants",a figurine of a penguin sitting on top of a table,43.623,0.6449,a figurine of a penguin ,-1.342091799,0.38694,0.442347407,,0.3501488864421844
1427.png,43.719,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants",a figurine of a penguin on top of a christmas tree,46.716,0.6746,a figurine of a penguin on ,-1.446202278,0.53968,0.434806705,,0.3560234904289245
1428.png,48.828,an oil painting of a tree and a building,a large tree with a picture of a giraffe on it,40.374,0.5618,a large tree with a picture of a ,0.529264331,0.33708,0.419853091,,0.2790189981460571
1429.png,44.926,an oil painting of a tree and a building,a tree with a picture of a man on it,37.393,0.6181,a tree with a picture of ,0.693120003,0.37085999999999997,0.419948399,,0.2681338489055633
1430.png,50.069,an oil painting of a tree and a building,a tree with a picture of a man on it,45.687,0.6181,a tree with a picture of ,0.538856089,0.37085999999999997,0.427533716,,0.2778160572052002
1431.png,47.947,an oil painting of a tree and a building,a tree with a picture of a giraffe on it,39.804,0.6181,a tree with a picture of ,0.668116331,0.37085999999999997,0.422765344,,0.2346774041652679
1432.png,49.273,a painting of a white country home with a wrap-around porch,a house with a flower arrangement in front of a window,38.918,0.4846,a house with a flower arrangement in front of a window ,-0.888966501,0.29075999999999996,0.401417702,,0.2460491955280304
1433.png,50.388,a painting of a white country home with a wrap-around porch,a white horse and a black and white cow in front of a house,41.88,0.3454,a white ,-0.808725178,0.20723999999999998,0.392340988,,0.2365530729293823
1434.png,53.529,a painting of a white country home with a wrap-around porch,a white vase with flowers in front of a house,47.368,0.415,a white vase with flowers in front of a house ,-0.379613668,0.24899999999999997,0.41182813,,0.2295317947864532
1435.png,47.221,a painting of a white country home with a wrap-around porch,a white dog standing in front of a house,39.228,0.3893,a white dog standing in front of a house ,-0.618388474,0.23357999999999998,0.404233187,,0.2300851345062255
1436.png,40.875,Downtown Shanghai at sunrise. detailed ink wash.,an old photo of a city scene with horses and buildings,34.723,0.362,an old photo of a city ,-0.809913874,0.25339999999999996,0.390405715,,0.2502001821994781
1437.png,40.607,Downtown Shanghai at sunrise. detailed ink wash.,a city scene with a bunch of buildings,42.371,0.3406,a city scene with ,-0.608095586,0.20436,0.401844025,,0.2553054094314575
1438.png,47.855,Downtown Shanghai at sunrise. detailed ink wash.,an old photo of a city with lots of buildings,46.237,0.3828,an old photo of a city with lots of ,-0.68981266,0.3828,0.399306238,,0.243425190448761
1439.png,49.717,Downtown Shanghai at sunrise. detailed ink wash.,a city street filled with lots of buildings,44.567,0.3009,a city ,-1.140007377,0.18054,0.3925623,,0.2587800621986389
1440.png,33.594,"a cartoon of a dog saying ""I see what you did there""",a painting of a dog and a cow,40.583,0.463,a painting of a dog ,-1.68690145,0.3241,0.407677442,,0.3594603538513183
1441.png,44.479,"a cartoon of a dog saying ""I see what you did there""",a painting of a cow on a wall,43.255,0.273,a painting of a cow on ,-2.138257027,0.1638,0.41817078,,0.3633296489715576
1442.png,37.088,"a cartoon of a dog saying ""I see what you did there""",a painting of a cow on a wall,38.954,0.273,a painting of a cow on ,-2.018511772,0.1638,0.398089111,,0.3569367229938507
1443.png,39.895,"a cartoon of a dog saying ""I see what you did there""",a painting of a cow on a wall,40.248,0.273,a painting of a cow on ,-2.168185711,0.1638,0.419935137,,0.3626638650894165
1444.png,27.693,the word 'HELLO' on a girl's face,a woman with blonde hair standing in front of a group of people,32.737,0.2933,a woman with blonde hair standing in front of a ,-1.628444433,0.17598,0.39973554,,0.4052186906337738
1445.png,39.559,the word 'HELLO' on a girl's face,a woman brushing her teeth in front of a group of people,40.167,0.2825,a woman brushing her teeth in front of a ,-1.638670325,0.16949999999999998,0.397006452,,0.402153879404068
1446.png,30.737,the word 'HELLO' on a girl's face,a woman is smiling while looking at the camera,34.218,0.3315,a woman is smiling while looking ,-1.739913821,0.1989,0.381206244,,0.4057377874851227
1447.png,35.21,the word 'HELLO' on a girl's face,a young girl with blonde hair standing next to a group of girls,39.255,0.388,a young girl with ,-1.508902788,0.2328,0.397317916,,0.403675764799118
1448.png,52.919,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.,a blue and white kite flying in the sky,46.092,0.3938,a blue and white kite flying in the sky ,-1.473537207,0.23628,0.453354359,,0.3911563456058502
1449.png,49.508,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.,a blue and white kite flying in the sky,47.861,0.3938,a blue and white kite flying in the sky ,-1.485926509,0.23628,0.468164682,,0.3912307918071747
1450.png,51.406,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.,a colorful kite is flying in the sky,47.147,0.4249,a colorful kite is flying in the sky ,-1.514208078,0.25494,0.469396919,,0.4021663963794708
1451.png,49.812,a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.,a blue and white kite flying in the sky,44.254,0.3938,a blue and white kite flying in the sky ,-1.449748158,0.23628,0.457092315,,0.3779669106006622
1452.png,38.712,A sign that says Deep Learning,a collage of photos of a person holding a sign,38.085,0.2345,a collage of photos of a person holding a sign ,-1.440729499,0.1407,0.407586604,,0.2964949309825897
1453.png,44.275,A sign that says Deep Learning,a train with graffiti on the side of it,41.518,0.1548,a train with graffiti on the side of it ,-1.230413675,0.09287999999999999,0.412975222,,0.2555622160434723
1454.png,36.492,A sign that says Deep Learning,a sign on a pole with a picture of a train on it,35.705,0.4125,a sign ,-1.221318245,0.24749999999999997,0.415366858,,0.3147996664047241
1455.png,42.078,A sign that says Deep Learning,a sign on a fence in a grassy area,45.833,0.4125,a sign ,-1.117810488,0.24749999999999997,0.424848527,,0.301476240158081
1456.png,38.909,the word 'APPLE' on an apple,a green apple with a bite taken out of it,40.73,0.65,a green apple with a ,-1.951836348,0.65,0.425718904,,0.3786461353302002
1457.png,39.727,the word 'APPLE' on an apple,an orange is sitting on a table with green leaves,39.952,0.2262,an orange ,-1.849318981,0.13572,0.422955483,,0.3364560306072235
1458.png,35.606,the word 'APPLE' on an apple,a green plant with a green leaf on it,42.511,0.1887,a green ,-1.950673461,0.11322,0.419745773,,0.3189534544944763
1459.png,36.487,the word 'APPLE' on an apple,an orange is sitting on a green plant,40.387,0.2262,an orange ,-1.965144634,0.13572,0.41742152,,0.3402563333511352
1460.png,38.743,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.",two bowls filled with food on top of each other,40.047,0.347,two bowls ,-2.140179634,0.20819999999999997,0.408624947,,0.3175940811634063
1461.png,39.094,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.",two toothbrushes sitting on top of each other,39.237,0.2986,two toothbrushes ,-2.003142834,0.17915999999999999,0.415536672,,0.377316266298294
1462.png,40.602,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.",two pieces of cake sitting on top of each other,39.781,0.4049,two pieces of ,-1.669377089,0.24294,0.412365347,,0.2993401288986206
1463.png,39.134,"Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other.",two cupcakes sitting on top of a wooden table,35.62,0.3883,two cupcakes ,-1.741778851,0.23297999999999996,0.423053652,,0.3093213140964508
1464.png,29.852,the word 'START',a woman sitting on a table with a pair of scissors,32.865,0.0057,a woman ,-1.967970133,0.00342,0.424944013,,0.322925865650177
